Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.88123202324	0	-192.854604936	38.122238202	-123.923842001	-240.607563847	151.0	0.0	1057	1057
4.80090403557	1	-120.403488315	47.4364958444	-47.1151867153	-197.740375304	151.0	0.0	1057	2114
5.54992794991	2	-139.935793414	38.2370888385	-87.7012887904	-188.616518363	151.0	0.0	1057	3171
6.28452205658	3	-127.724112635	39.6722787848	-83.1955129801	-190.096111377	151.0	0.0	1057	4228
7.07936692238	4	-104.822377847	33.7726686918	-78.2338254662	-171.702204742	151.0	0.0	1057	5285
7.88934206963	5	-130.458606077	22.2387739858	-105.646065921	-167.572797174	151.0	0.0	1057	6342
8.65011286736	6	-131.905302732	44.4311098207	-64.517988709	-190.610847258	151.0	0.0	1057	7399
9.47733592987	7	-130.365865535	33.9494188457	-56.1973146555	-170.723946574	151.0	0.0	1057	8456
10.2992479801	8	-125.479637248	37.6808625321	-62.8586253821	-178.834873789	151.0	0.0	1057	9513
11.0772399902	9	-118.669293745	29.4966431613	-79.7400882491	-176.114785369	151.0	0.0	1057	10570
11.8201758862	10	-136.60368842	53.4989770063	-66.022217527	-215.932575615	151.0	0.0	1057	11627
12.6257989407	11	-137.703473937	49.6503815587	-63.9791533725	-206.021951224	151.0	0.0	1057	12684
13.3597989082	12	-81.3301641918	24.367931318	-37.8893280728	-109.262572109	151.0	0.0	1057	13741
14.1310200691	13	-92.4738237013	50.0921738437	-2.70875599188	-153.081483763	151.0	0.0	1057	14798
14.8951890469	14	-88.035878925	9.35418498993	-76.2703040237	-103.939771159	151.0	0.0	1057	15855
15.6477398872	15	-75.2560311235	20.8290154795	-48.5964882897	-109.198470855	151.0	0.0	1057	16912
16.5274858475	16	-88.3395519933	34.5198960261	-42.4216418457	-139.465795874	151.0	0.0	1057	17969
17.326114893	17	-76.5137971052	24.8020815729	-35.9955828642	-110.07639985	151.0	0.0	1057	19026
18.1300098896	18	-94.3452716497	38.9191018872	-40.7837322192	-165.781559273	151.0	0.0	1057	20083
18.9143638611	19	-88.2137470699	43.9573895569	-34.1512213533	-170.420314595	151.0	0.0	1057	21140
19.65376091	20	-80.1269622037	42.5070962977	-29.4923300049	-159.824209582	151.0	0.0	1057	22197
20.372205019	21	-58.4735920394	22.9757910417	-21.7121719877	-84.6216695277	151.0	0.0	1057	23254
21.101528883	22	-80.0199754696	27.7438961827	-33.3867879224	-114.661478639	151.0	0.0	1057	24311
21.8128199577	23	-71.1601819847	14.9209177125	-43.5742308461	-93.5045325649	151.0	0.0	1057	25368
22.5346798897	24	-82.5854819656	33.3071812973	-24.956627324	-130.7541181	151.0	0.0	1057	26425
23.2537949085	25	-75.3901009023	14.1970531292	-58.5176140042	-104.272611827	151.0	0.0	1057	27482
23.9749128819	26	-77.872170975	16.4085635566	-55.1740565467	-100.01418566	151.0	0.0	1057	28539
24.6838748455	27	-79.4622202369	28.8167789254	-16.7879197953	-119.948093361	151.0	0.0	1057	29596
25.4054858685	28	-72.6563996422	24.988892434	-29.7171528698	-106.15675723	151.0	0.0	1057	30653
26.1301870346	29	-50.8003346706	13.8322170071	-32.2139353947	-74.2736854536	151.0	0.0	1057	31710
26.8395459652	30	-45.0354199555	24.8077257591	9.40750449327	-67.1698134854	151.0	0.0	1057	32767
27.5553438663	31	-70.0133802935	20.3010374329	-41.4329667671	-100.458365995	151.0	0.0	1057	33824
28.2801618576	32	-64.0895769605	20.0166881169	-21.3245420146	-87.9610313295	151.0	0.0	1057	34881
28.9935078621	33	-75.702554601	12.8465028327	-54.5344012915	-97.4959962269	151.0	0.0	1057	35938
29.7079899311	34	-77.9554218847	31.9309245079	-9.67689565007	-117.078564472	151.0	0.0	1057	36995
30.4353458881	35	-46.3380415466	18.9397243101	-21.7159718746	-85.5642951572	151.0	0.0	1057	38052
31.1614699364	36	-73.0359416834	17.0996492972	-46.448634636	-95.2012363234	151.0	0.0	1057	39109
31.8755829334	37	-52.9647315163	16.2688657112	-31.7120167367	-77.4754658903	151.0	0.0	1057	40166
32.5902309418	38	-64.8645010553	15.1619025275	-40.3509741128	-80.667186395	151.0	0.0	1057	41223
33.3645560741	39	-60.0637696437	13.5014824353	-33.402638949	-79.6362015071	151.0	0.0	1057	42280
34.1488828659	40	-42.7076376018	24.8656854955	-5.65576549112	-78.3440921791	151.0	0.0	1057	43337
34.8620300293	41	-58.1787105069	18.850765016	-24.2074031733	-81.3951154041	151.0	0.0	1057	44394
35.597080946	42	-71.7100208612	19.1097848986	-37.471712993	-95.3804380015	151.0	0.0	1057	45451
36.3397479057	43	-58.7093077886	32.3229891017	-5.74615207956	-91.429578066	151.0	0.0	1057	46508
37.0692379475	44	-55.4409107029	20.1514234007	-20.0977703341	-82.6452589242	151.0	0.0	1057	47565
37.7852680683	45	-60.5216445389	23.0684888636	-30.5483327903	-98.9429431197	151.0	0.0	1057	48622
38.549382925	46	-45.5687551698	30.2606472278	7.30695966256	-89.7174243281	151.0	0.0	1057	49679
39.3311290741	47	-61.9826412378	38.8365259695	-7.47487635689	-127.470023634	151.0	0.0	1057	50736
40.1171488762	48	-53.36297468	21.8440603119	-12.1525501892	-78.6535477734	151.0	0.0	1057	51793
